N_POINTS,N_THREADS,EXEC_TIME
1000000,1,0.012448549270629883
1000000,1,0.012024879455566406
1000000,1,0.011969566345214844
1000000,1,0.012151718139648438
1000000,1,0.011942625045776367
1000000,2,0.007119178771972656
1000000,2,0.006734132766723633
1000000,2,0.007467746734619141
1000000,2,0.007058143615722656
1000000,2,0.00704646110534668
1000000,4,0.005261898040771484
1000000,4,0.005421161651611328
1000000,4,0.0054547786712646484
1000000,4,0.005406618118286133
1000000,4,0.005650520324707031
1000000,8,0.0054967403411865234
1000000,8,0.0053975582122802734
1000000,8,0.004963397979736328
1000000,8,0.005113840103149414
1000000,8,0.0049288272857666016
1000000,16,0.0049588680267333984
1000000,16,0.005132198333740234
1000000,16,0.005135297775268555
1000000,16,0.0052928924560546875
1000000,16,0.005009651184082031
10000000,1,0.0821988582611084
10000000,1,0.07790803909301758
10000000,1,0.0771949291229248
10000000,1,0.08149361610412598
10000000,1,0.07791352272033691
10000000,2,0.04075002670288086
10000000,2,0.04086422920227051
10000000,2,0.04154205322265625
10000000,2,0.04071688652038574
10000000,2,0.041869163513183594
10000000,4,0.024784564971923828
10000000,4,0.025288820266723633
10000000,4,0.02521491050720215
10000000,4,0.024737834930419922
10000000,4,0.024582386016845703
10000000,8,0.01844191551208496
10000000,8,0.019153833389282227
10000000,8,0.01869034767150879
10000000,8,0.018772125244140625
10000000,8,0.0183563232421875
10000000,16,0.02147078514099121
10000000,16,0.02142786979675293
10000000,16,0.020101547241210938
10000000,16,0.019227981567382812
10000000,16,0.020323991775512695
100000000,1,0.7594294548034668
100000000,1,0.7601394653320312
100000000,1,0.7994015216827393
100000000,1,0.7900245189666748
100000000,1,0.7989351749420166
100000000,2,0.4057145118713379
100000000,2,0.4075331687927246
100000000,2,0.4098243713378906
100000000,2,0.4139871597290039
100000000,2,0.401416540145874
100000000,4,0.23444795608520508
100000000,4,0.23199081420898438
100000000,4,0.23031401634216309
100000000,4,0.23283886909484863
100000000,4,0.22953104972839355
100000000,8,0.16674160957336426
100000000,8,0.1687169075012207
100000000,8,0.1661529541015625
100000000,8,0.1670093536376953
100000000,8,0.16710305213928223
100000000,16,0.17499732971191406
100000000,16,0.1734156608581543
100000000,16,0.17382287979125977
100000000,16,0.1739344596862793
100000000,16,0.17003965377807617
1000000000,1,7.912807941436768
1000000000,1,7.938694715499878
1000000000,1,7.965163707733154
1000000000,1,7.917363405227661
1000000000,1,7.926203012466431
1000000000,2,4.789871454238892
1000000000,2,4.975072622299194
1000000000,2,4.9232261180877686
1000000000,2,4.899958372116089
1000000000,2,4.9316182136535645
1000000000,4,3.072190046310425
1000000000,4,3.138751745223999
1000000000,4,3.1212172508239746
1000000000,4,3.1352219581604004
1000000000,4,3.165447473526001
1000000000,8,2.4200289249420166
1000000000,8,2.4012715816497803
1000000000,8,2.44979190826416
1000000000,8,2.4438185691833496
1000000000,8,2.4043755531311035
1000000000,16,2.394242286682129
1000000000,16,2.404405117034912
1000000000,16,2.395916700363159
1000000000,16,2.420621871948242
1000000000,16,2.4143261909484863
10000000000,1,84.17145657539368
10000000000,1,84.82606744766235
10000000000,1,85.9455578327179
10000000000,1,85.91808199882507
10000000000,1,85.98375082015991
10000000000,2,50.415359020233154
10000000000,2,50.430907249450684
10000000000,2,49.61826276779175
10000000000,2,49.21593618392944
10000000000,2,49.32208466529846
10000000000,4,31.69107985496521
10000000000,4,31.539700031280518
10000000000,4,31.482798099517822
10000000000,4,31.494136095046997
10000000000,4,31.35949182510376
10000000000,8,24.23486638069153
10000000000,8,23.984427213668823
10000000000,8,24.614927530288696
10000000000,8,23.892829179763794
10000000000,8,24.159425020217896
10000000000,16,24.228278636932373
10000000000,16,24.35001230239868
10000000000,16,24.423739671707153
10000000000,16,24.432016611099243
10000000000,16,24.530377864837646
