N_POINTS,N_THREADS,EXEC_TIME
10000000,1,0.28925561904907227
10000000,1,0.1874561309814453
10000000,1,0.16849064826965332
10000000,1,0.180405855178833
10000000,1,0.18811845779418945
10000000,2,0.15147995948791504
10000000,2,0.15801048278808594
10000000,2,0.1513357162475586
10000000,2,0.14072871208190918
10000000,2,0.15209197998046875
10000000,4,0.14509272575378418
10000000,4,0.15193700790405273
10000000,4,0.16170144081115723
10000000,4,0.14237618446350098
10000000,4,0.15170717239379883
10000000,8,0.16039657592773438
10000000,8,0.14236044883728027
10000000,8,0.16380524635314941
10000000,8,0.16071009635925293
10000000,8,0.14943718910217285
10000000,16,0.17208361625671387
10000000,16,0.15682530403137207
10000000,16,0.1745152473449707
10000000,16,0.23415613174438477
10000000,16,0.20032811164855957
100000000,1,0.6746220588684082
100000000,1,0.621044397354126
100000000,1,0.6349787712097168
100000000,1,0.6387732028961182
100000000,1,0.6257903575897217
100000000,2,0.4306762218475342
100000000,2,0.4660212993621826
100000000,2,0.39010119438171387
100000000,2,0.40944337844848633
100000000,2,0.49719810485839844
100000000,4,0.3387284278869629
100000000,4,0.39634084701538086
100000000,4,0.33690309524536133
100000000,4,0.35147762298583984
100000000,4,0.3487265110015869
100000000,8,0.3204224109649658
100000000,8,0.3259389400482178
100000000,8,0.2858085632324219
100000000,8,0.29862451553344727
100000000,8,0.29964518547058105
100000000,16,0.30879926681518555
100000000,16,0.3422064781188965
100000000,16,0.35614991188049316
100000000,16,0.30575990676879883
100000000,16,0.2828385829925537
1000000000,1,5.069896459579468
1000000000,1,5.106267690658569
1000000000,1,5.313570261001587
1000000000,1,5.2058961391448975
1000000000,1,5.1517393589019775
1000000000,2,3.0409834384918213
1000000000,2,3.0446226596832275
1000000000,2,3.033825159072876
1000000000,2,3.0364432334899902
1000000000,2,3.052595376968384
1000000000,4,2.136259078979492
1000000000,4,2.465859889984131
1000000000,4,2.5763983726501465
1000000000,4,1.9711110591888428
1000000000,4,2.012805461883545
1000000000,8,1.85762357711792
1000000000,8,2.381585121154785
1000000000,8,2.458311080932617
1000000000,8,2.2523231506347656
1000000000,8,1.8993563652038574
1000000000,16,2.2596349716186523
1000000000,16,2.4644057750701904
1000000000,16,2.408661127090454
1000000000,16,2.34694766998291
1000000000,16,2.3881943225860596
10000000000,1,53.65190601348877
10000000000,1,58.80656123161316
10000000000,1,59.629969358444214
10000000000,1,62.93502402305603
10000000000,1,62.993006467819214
10000000000,2,37.01707410812378
10000000000,2,37.52082943916321
10000000000,2,36.581899642944336
10000000000,2,36.21516251564026
10000000000,2,36.33954906463623
10000000000,4,23.777189254760742
10000000000,4,24.50843358039856
10000000000,4,23.062634706497192
10000000000,4,24.033022165298462
10000000000,4,24.059598684310913
10000000000,8,26.692917823791504
10000000000,8,27.850117206573486
10000000000,8,27.44508695602417
10000000000,8,26.93795609474182
10000000000,8,28.763747215270996
10000000000,16,28.299933195114136
10000000000,16,27.496011972427368
10000000000,16,27.33580255508423
10000000000,16,28.471767902374268
10000000000,16,27.60770845413208
