N_POINTS,N_THREADS,EXEC_TIME
10000000,1,0.1246790885925293
10000000,1,0.11758232116699219
10000000,1,0.1210334300994873
10000000,1,0.12257719039916992
10000000,1,0.12726593017578125
10000000,2,0.06446576118469238
10000000,2,0.0689537525177002
10000000,2,0.06761908531188965
10000000,2,0.0691370964050293
10000000,2,0.06839966773986816
10000000,4,0.04288887977600098
10000000,4,0.04183006286621094
10000000,4,0.045446157455444336
10000000,4,0.04476308822631836
10000000,4,0.05254006385803223
10000000,8,0.04153633117675781
10000000,8,0.039853572845458984
10000000,8,0.04505419731140137
10000000,8,0.04417133331298828
10000000,8,0.043741703033447266
10000000,16,0.04045438766479492
10000000,16,0.04398536682128906
10000000,16,0.0423738956451416
10000000,16,0.04309535026550293
10000000,16,0.048249006271362305
100000000,1,1.1926112174987793
100000000,1,1.1231794357299805
100000000,1,1.1120266914367676
100000000,1,1.093806266784668
100000000,1,1.0916478633880615
100000000,2,0.6113278865814209
100000000,2,0.6411166191101074
100000000,2,0.6492490768432617
100000000,2,0.6512198448181152
100000000,2,0.6455814838409424
100000000,4,0.372814416885376
100000000,4,0.43625903129577637
100000000,4,0.413785457611084
100000000,4,0.45394039154052734
100000000,4,0.42975497245788574
100000000,8,0.37393641471862793
100000000,8,0.3292832374572754
100000000,8,0.3861572742462158
100000000,8,0.3571794033050537
100000000,8,0.3710653781890869
100000000,16,0.3394792079925537
100000000,16,0.3496408462524414
100000000,16,0.33880019187927246
100000000,16,0.3410332202911377
100000000,16,0.3403966426849365
1000000000,1,13.095987796783447
1000000000,1,12.169235467910767
1000000000,1,12.514108657836914
1000000000,1,12.34416675567627
1000000000,1,13.652840375900269
1000000000,2,8.244654893875122
1000000000,2,6.992210388183594
1000000000,2,6.4949049949646
1000000000,2,6.565364122390747
1000000000,2,6.394039630889893
1000000000,4,4.0231969356536865
1000000000,4,4.348411798477173
1000000000,4,4.29039454460144
1000000000,4,4.26506495475769
1000000000,4,4.682686805725098
1000000000,8,4.254182815551758
1000000000,8,3.9090139865875244
1000000000,8,3.692575216293335
1000000000,8,4.368383169174194
1000000000,8,3.544995069503784
1000000000,16,4.318272352218628
1000000000,16,4.226134538650513
1000000000,16,4.312377452850342
1000000000,16,4.136348485946655
1000000000,16,4.246912956237793
10000000000,1,123.99137949943542
10000000000,1,145.7715368270874
10000000000,1,178.31625199317932
10000000000,1,180.96065425872803
10000000000,1,166.6309781074524
10000000000,2,71.30608057975769
10000000000,2,69.78559017181396
10000000000,2,69.55422186851501
10000000000,2,71.82869529724121
10000000000,2,71.75738620758057
10000000000,4,44.699881076812744
10000000000,4,44.13930344581604
10000000000,4,46.36017060279846
10000000000,4,44.593042850494385
10000000000,4,42.54186773300171
10000000000,8,32.451932430267334
10000000000,8,33.99052929878235
10000000000,8,32.57176661491394
10000000000,8,34.627718925476074
10000000000,8,33.72590374946594
10000000000,16,33.70675468444824
10000000000,16,33.26989674568176
10000000000,16,32.82036352157593
10000000000,16,33.61375880241394
10000000000,16,33.04800629615784
