N_POINTS,N_THREADS,EXEC_TIME
10000000,1,0.10713601112365723
10000000,1,0.10211443901062012
10000000,1,0.09714674949645996
10000000,1,0.09398674964904785
10000000,1,0.09214353561401367
10000000,2,0.04862809181213379
10000000,2,0.049933433532714844
10000000,2,0.05048513412475586
10000000,2,0.05167126655578613
10000000,2,0.052191734313964844
10000000,4,0.029611825942993164
10000000,4,0.030637025833129883
10000000,4,0.03245401382446289
10000000,4,0.03187918663024902
10000000,4,0.033071041107177734
10000000,8,0.026012420654296875
10000000,8,0.026109695434570312
10000000,8,0.026508092880249023
10000000,8,0.026991844177246094
10000000,8,0.02719426155090332
10000000,16,0.028940677642822266
10000000,16,0.03034186363220215
10000000,16,0.028972864151000977
10000000,16,0.029134511947631836
10000000,16,0.028433799743652344
100000000,1,0.922147274017334
100000000,1,0.8323848247528076
100000000,1,0.816805362701416
100000000,1,0.8157801628112793
100000000,1,0.8179993629455566
100000000,2,0.4507582187652588
100000000,2,0.4922451972961426
100000000,2,0.49698567390441895
100000000,2,0.49915146827697754
100000000,2,0.49662041664123535
100000000,4,0.28585386276245117
100000000,4,0.3092164993286133
100000000,4,0.32198619842529297
100000000,4,0.33522748947143555
100000000,4,0.3401017189025879
100000000,8,0.3144257068634033
100000000,8,0.28702497482299805
100000000,8,0.2643859386444092
100000000,8,0.3281857967376709
100000000,8,0.3301217555999756
100000000,16,0.276519775390625
100000000,16,0.28596949577331543
100000000,16,0.25777435302734375
100000000,16,0.25861167907714844
100000000,16,0.27609872817993164
1000000000,1,9.728472232818604
1000000000,1,9.259783744812012
1000000000,1,10.701324462890625
1000000000,1,10.412189722061157
1000000000,1,11.108566999435425
1000000000,2,5.895338296890259
1000000000,2,6.121511936187744
1000000000,2,6.306431531906128
1000000000,2,6.115808486938477
1000000000,2,6.018240451812744
1000000000,4,3.9841580390930176
1000000000,4,3.9042553901672363
1000000000,4,4.591987371444702
1000000000,4,3.797921895980835
1000000000,4,3.6637930870056152
1000000000,8,3.0934386253356934
1000000000,8,3.129554033279419
1000000000,8,3.033897638320923
1000000000,8,3.1641085147857666
1000000000,8,3.1321473121643066
1000000000,16,3.097673177719116
1000000000,16,3.352047920227051
1000000000,16,3.0513792037963867
1000000000,16,3.0541763305664062
1000000000,16,3.091338872909546
10000000000,1,102.64420533180237
10000000000,1,104.07737374305725
10000000000,1,107.45658445358276
10000000000,1,106.89694738388062
10000000000,1,107.67193579673767
10000000000,2,63.026594400405884
10000000000,2,58.93949508666992
10000000000,2,58.754379987716675
10000000000,2,55.56755566596985
10000000000,2,56.362560510635376
10000000000,4,39.94140911102295
10000000000,4,39.53056025505066
10000000000,4,40.76792764663696
10000000000,4,40.1912522315979
10000000000,4,41.83633065223694
10000000000,8,38.79774260520935
10000000000,8,38.86777663230896
10000000000,8,35.642462491989136
10000000000,8,37.928614377975464
10000000000,8,38.813570499420166
10000000000,16,35.46053910255432
10000000000,16,34.99427151679993
10000000000,16,34.87791204452515
10000000000,16,35.83896279335022
10000000000,16,35.00174880027771
