N_POINTS,N_THREADS,EXEC_TIME
10000000,1,0.19925785064697266
10000000,1,0.21465611457824707
10000000,1,0.22006487846374512
10000000,1,0.16806292533874512
10000000,1,0.15746736526489258
10000000,2,0.15358424186706543
10000000,2,0.15482807159423828
10000000,2,0.15447139739990234
10000000,2,0.15929532051086426
10000000,2,0.1538691520690918
10000000,4,0.15705132484436035
10000000,4,0.16500020027160645
10000000,4,0.1761007308959961
10000000,4,0.1886889934539795
10000000,4,0.20273494720458984
10000000,8,0.22234630584716797
10000000,8,0.22047972679138184
10000000,8,0.21458888053894043
10000000,8,0.20169997215270996
10000000,8,0.216583251953125
10000000,16,0.23180508613586426
10000000,16,0.25662851333618164
10000000,16,0.2775125503540039
10000000,16,0.27298879623413086
10000000,16,0.2609062194824219
100000000,1,0.7708396911621094
100000000,1,0.720130205154419
100000000,1,0.6888959407806396
100000000,1,0.6794388294219971
100000000,1,0.6682593822479248
100000000,2,0.44327497482299805
100000000,2,0.46956372261047363
100000000,2,0.47092556953430176
100000000,2,0.5008649826049805
100000000,2,0.47539782524108887
100000000,4,0.3829326629638672
100000000,4,0.3552882671356201
100000000,4,0.4054872989654541
100000000,4,0.3836824893951416
100000000,4,0.4293234348297119
100000000,8,0.3614499568939209
100000000,8,0.406444787979126
100000000,8,0.419025182723999
100000000,8,0.3807504177093506
100000000,8,0.38185954093933105
100000000,16,0.4137716293334961
100000000,16,0.3994612693786621
100000000,16,0.42775726318359375
100000000,16,0.398453950881958
100000000,16,0.3849310874938965
1000000000,1,5.208251237869263
1000000000,1,5.0884106159210205
1000000000,1,5.037433624267578
1000000000,1,5.237516403198242
1000000000,1,5.115510940551758
1000000000,2,2.9999141693115234
1000000000,2,3.017638683319092
1000000000,2,3.0259859561920166
1000000000,2,3.017489433288574
1000000000,2,2.9767367839813232
1000000000,4,2.0081233978271484
1000000000,4,2.21372127532959
1000000000,4,2.3299994468688965
1000000000,4,2.0674307346343994
1000000000,4,2.25539231300354
1000000000,8,2.044055938720703
1000000000,8,2.1977555751800537
1000000000,8,2.1733460426330566
1000000000,8,2.103292226791382
1000000000,8,2.145535469055176
1000000000,16,2.1050913333892822
1000000000,16,2.0574302673339844
1000000000,16,2.11151385307312
1000000000,16,2.0491182804107666
1000000000,16,2.0485751628875732
10000000000,1,48.61777424812317
10000000000,1,49.467270612716675
10000000000,1,49.061774492263794
10000000000,1,50.48047590255737
10000000000,1,51.60647010803223
10000000000,2,28.625833988189697
10000000000,2,28.879719257354736
10000000000,2,28.627807140350342
10000000000,2,28.70992112159729
10000000000,2,28.528159856796265
10000000000,4,18.44964289665222
10000000000,4,17.866235494613647
10000000000,4,18.476417779922485
10000000000,4,18.185565948486328
10000000000,4,17.325623512268066
10000000000,8,17.88379693031311
10000000000,8,17.968910694122314
10000000000,8,17.98820400238037
10000000000,8,17.456713914871216
10000000000,8,17.65178155899048
10000000000,16,18.074608325958252
10000000000,16,18.412744522094727
10000000000,16,18.14052724838257
10000000000,16,17.756461143493652
10000000000,16,19.22185730934143
